TABLE_ID,NAME,CODE,DESCRIPTION,MAINTENANCE_AGENCY_ID,VERSION,VALID_FROM,VALID_TO
EBA_FINREP_EBA_F_16_02_FINREP,F 16.02,F_16.02,F 16.02 Realised gains and losses on financial assets and liabilities not measured at fair value through profit or loss by instrument,EBA,FINREP,,
EBA_FINREP_EBA_F_16_02_FINREP_2017-A,F 16.02,F_16.02,F 16.02 Breakdown of selected statement of profit or loss items: Gains or losses on derecognition of financial assets and liabilities not measured at fair value through profit or loss by instrument,EBA,FINREP 2017-A,,
EBA_FINREP_EBA_F_16_02_FINREP_3_0-Ind,F 16.02,F_16.02,F 16.02 Breakdown of selected statement of profit or loss items: Gains or losses on derecognition of financial assets and liabilities not measured at fair value through profit or loss by instrument,EBA,FINREP 3.0-Ind,,
EBA_FINREP_EBA_F_16_03_FINREP,F 16.03,F_16.03,F 16.03 Gains and losses on financial assets and liabilities held for trading by instrument,EBA,FINREP,,
EBA_FINREP_EBA_F_16_03_FINREP_2017-A,F 16.03,F_16.03,F 16.03 Breakdown of selected statement of profit or loss items: Gains or losses on financial assets and liabilities held for trading and trading financial assets and trading financial liabilities by instrument,EBA,FINREP 2017-A,,
EBA_FINREP_EBA_F_16_03_FINREP_3_0-Ind,F 16.03,F_16.03,F 16.03 Breakdown of selected statement of profit or loss items: Gains or losses on financial assets and liabilities held for trading and trading financial assets and trading financial liabilities by instrument,EBA,FINREP 3.0-Ind,,
EBA_FINREP_EBA_F_16_04_1_FINREP_2017-A,F 16.04.1,F_16.04.1,F 16.04.1 Breakdown of selected statement of profit or loss items: Gains or losses on non-trading financial assets mandatorily at fair value through profit or loss by instrument,EBA,FINREP 2017-A,,
EBA_FINREP_EBA_F_16_04_1_FINREP_3_0-Ind,F 16.04.1,F_16.04.1,F 16.04.1 Breakdown of selected statement of profit or loss items: Gains or losses on non-trading financial assets mandatorily at fair value through profit or loss by instrument,EBA,FINREP 3.0-Ind,,
EBA_FINREP_EBA_F_16_04_FINREP,F 16.04,F_16.04,F 16.04 Gains and losses on financial assets and liabilities held for trading by risk,EBA,FINREP,,
EBA_FINREP_EBA_F_16_04_FINREP_2017-A,F 16.04,F_16.04,F 16.04 Breakdown of selected statement of profit or loss items: Gains or losses on financial assets and liabilities held for trading and trading financial assets and trading financial liabilities by risk,EBA,FINREP 2017-A,,
EBA_FINREP_EBA_F_16_04_FINREP_3_0-Ind,F 16.04,F_16.04,F 16.04 Breakdown of selected statement of profit or loss items: Gains or losses on financial assets and liabilities held for trading and trading financial assets and trading financial liabilities by risk,EBA,FINREP 3.0-Ind,,
EBA_FINREP_EBA_F_16_05_FINREP,F 16.05,F_16.05,F 16.05 Gains and losses on financial assets and liabilities designated at fair value through profit or loss by instrument,EBA,FINREP,,
EBA_FINREP_EBA_F_16_05_FINREP_2017-A,F 16.05,F_16.05,F 16.05 Breakdown of selected statement of profit or loss items: Gains or losses on financial assets and liabilities designated at fair value through profit or loss by instrument,EBA,FINREP 2017-A,,
EBA_FINREP_EBA_F_16_05_FINREP_3_0-Ind,F 16.05,F_16.05,F 16.05 Breakdown of selected statement of profit or loss items: Gains or losses on financial assets and liabilities designated at fair value through profit or loss by instrument,EBA,FINREP 3.0-Ind,,
EBA_FINREP_EBA_F_16_06_FINREP,F 16.06,F_16.06,F 16.06 Gains and losses from hedge accounting,EBA,FINREP,,
EBA_FINREP_EBA_F_16_06_FINREP_2017-A,F 16.06,F_16.06,F 16.06 Breakdown of selected statement of profit or loss items: Gains and losses from hedge accounting,EBA,FINREP 2017-A,,
EBA_FINREP_EBA_F_16_06_FINREP_3_0-Ind,F 16.06,F_16.06,F 16.06 Breakdown of selected statement of profit or loss items: Gains and losses from hedge accounting,EBA,FINREP 3.0-Ind,,
EBA_FINREP_EBA_F_16_07_a_FINREP_2015-A,F 16.07.a,F_16.07.a,F 16.07.a Impairment on financial and non-financial assets (a),EBA,FINREP 2015-A,,
EBA_FINREP_EBA_F_16_07_a_FINREP_2017-A,F 16.07.a,F_16.07.a,F 16.07.a Breakdown of selected statement of profit or loss items: Impairment on non-financial assets (a),EBA,FINREP 2017-A,,
EBA_FINREP_EBA_F_16_07_a_FINREP_3_0-Ind,F 16.07.a,F_16.07.a,F 16.07.a Breakdown of selected statement of profit or loss items: Impairment on non-financial assets (a),EBA,FINREP 3.0-Ind,,
EBA_FINREP_EBA_F_16_07_b_FINREP_2015-A,F 16.07.b,F_16.07.b,F 16.07.b Impairment on financial and non-financial assets (b),EBA,FINREP 2015-A,,
EBA_FINREP_EBA_F_16_07_b_FINREP_2017-A,F 16.07.b,F_16.07.b,F 16.07.b Breakdown of selected statement of profit or loss items: Impairment on non-financial assets (b),EBA,FINREP 2017-A,,
EBA_FINREP_EBA_F_16_07_b_FINREP_3_0-Ind,F 16.07.b,F_16.07.b,F 16.07.b Breakdown of selected statement of profit or loss items: Impairment on non-financial assets (b),EBA,FINREP 3.0-Ind,,
EBA_FINREP_EBA_F_16_08_FINREP_2_9,F 16.08,F_16.08,F 16.08 Breakdown of selected statement of profit or loss items: Other administrative expenses,EBA,FINREP 2.9,,
EBA_FINREP_EBA_F_16_08_FINREP_3_0-Ind,F 16.08,F_16.08,F 16.08 Breakdown of selected statement of profit or loss items: Other administrative expenses,EBA,FINREP 3.0-Ind,,
EBA_FINREP_EBA_F_17_01_FINREP_2016-A,F 17.01,F_17.01,F 17.01 Reconciliation between IFRS and CRR scope of consolidation: Assets,EBA,FINREP 2016-A,,
EBA_FINREP_EBA_F_17_01_FINREP_2017-A,F 17.01,F_17.01,F 17.01 Reconciliation between IFRS and CRR scope of consolidation: Assets,EBA,FINREP 2017-A,,
EBA_FINREP_EBA_F_17_01_FINREP_3_0-Ind,F 17.01,F_17.01,F 17.01 Reconciliation between IFRS and CRR scope of consolidation: Assets,EBA,FINREP 3.0-Ind,,
EBA_FINREP_EBA_F_17_02_FINREP_2016-A,F 17.02,F_17.02,"F 17.02 Reconciliation between IFRS and CRR scope of consolidation: Off-balance sheet exposures - loan commitments, financial guarantees and other commitments given",EBA,FINREP 2016-A,,
EBA_FINREP_EBA_F_17_02_FINREP_2017-A,F 17.02,F_17.02,"F 17.02 Reconciliation between IFRS and CRR scope of consolidation: Off-balance sheet exposures - loan commitments, financial guarantees and other commitments given",EBA,FINREP 2017-A,,
EBA_FINREP_EBA_F_17_02_FINREP_3_0-Ind,F 17.02,F_17.02,"F 17.02 Reconciliation between IFRS and CRR scope of consolidation: Off-balance sheet exposures - loan commitments, financial guarantees and other commitments given",EBA,FINREP 3.0-Ind,,
EBA_FINREP_EBA_F_17_03_FINREP_2015-A,F 17.03,F_17.03,F 17.03 Reconciliation between IFRS and CRR scope of consolidation: Liabilities,EBA,FINREP 2015-A,,
EBA_FINREP_EBA_F_17_03_FINREP_2017-A,F 17.03,F_17.03,F 17.03 Reconciliation between IFRS and CRR scope of consolidation: Liabilities,EBA,FINREP 2017-A,,
EBA_FINREP_EBA_F_17_03_FINREP_3_0-Ind,F 17.03,F_17.03,F 17.03 Reconciliation between IFRS and CRR scope of consolidation: Liabilities,EBA,FINREP 3.0-Ind,,
EBA_FINREP_EBA_F_18_00_a_FINREP_2016-A,F 18.00.a,F_18.00.a,F 18.00.a Information on performing and non-performing exposures (I),EBA,FINREP 2016-A,,
EBA_FINREP_EBA_F_18_00_a_FINREP_2017-A,F 18.00.a,F_18.00.a,F 18.00.a Information on performing and non-performing exposures (I),EBA,FINREP 2017-A,,
EBA_FINREP_EBA_F_18_00_a_FINREP_2_9,F 18.00.a,F_18.00.a,F 18.00.a Information on performing and non-performing exposures (I),EBA,FINREP 2.9,,
EBA_FINREP_EBA_F_18_00_a_FINREP_3_0-Ind,F 18.00.a,F_18.00.a,F 18.00.a Information on performing and non-performing exposures (I),EBA,FINREP 3.0-Ind,,
EBA_FINREP_EBA_F_18_00_b_FINREP_2016-A,F 18.00.b,F_18.00.b,F 18.00.b Information on performing and non-performing exposures (II),EBA,FINREP 2016-A,,
EBA_FINREP_EBA_F_18_00_b_FINREP_2017-A,F 18.00.b,F_18.00.b,F 18.00.b Information on performing and non-performing exposures (II),EBA,FINREP 2017-A,,
EBA_FINREP_EBA_F_18_00_b_FINREP_2_9,F 18.00.b,F_18.00.b,F 18.00.b Information on performing and non-performing exposures (II),EBA,FINREP 2.9,,
EBA_FINREP_EBA_F_18_00_b_FINREP_3_0-Ind,F 18.00.b,F_18.00.b,F 18.00.b Information on performing and non-performing exposures (II),EBA,FINREP 3.0-Ind,,
EBA_FINREP_EBA_F_18_00_c_FINREP_2016-A,F 18.00.c,F_18.00.c,F 18.00.c Information on performing and non-performing exposures (III),EBA,FINREP 2016-A,,
EBA_FINREP_EBA_F_18_00_c_FINREP_2017-A,F 18.00.c,F_18.00.c,F 18.00.c Information on performing and non-performing exposures (III),EBA,FINREP 2017-A,,
EBA_FINREP_EBA_F_18_00_c_FINREP_2_9,F 18.00.c,F_18.00.c,F 18.00.c Information on performing and non-performing exposures (III),EBA,FINREP 2.9,,
EBA_FINREP_EBA_F_18_00_c_FINREP_3_0-Ind,F 18.00.c,F_18.00.c,F 18.00.c Information on performing and non-performing exposures (III),EBA,FINREP 3.0-Ind,,
EBA_FINREP_EBA_F_18_00_d_FINREP_2_9,F 18.00.d,F_18.00.d,F 18.00.d Information on performing and non-performing exposures (IV),EBA,FINREP 2.9,,
EBA_FINREP_EBA_F_18_00_d_FINREP_3_0-Ind,F 18.00.d,F_18.00.d,F 18.00.d Information on performing and non-performing exposures (IV),EBA,FINREP 3.0-Ind,,
EBA_FINREP_EBA_F_18_00_e_FINREP_2_9,F 18.00.e,F_18.00.e,F 18.00.e Information on performing and non-performing exposures (V),EBA,FINREP 2.9,,
EBA_FINREP_EBA_F_18_00_e_FINREP_3_0-Ind,F 18.00.e,F_18.00.e,F 18.00.e Information on performing and non-performing exposures (V),EBA,FINREP 3.0-Ind,,
EBA_FINREP_EBA_F_18_01_FINREP_2_9,F 18.01,F_18.01,F 18.01 Inflows and outflows of non-performing exposures - loans and advances by counterparty sector,EBA,FINREP 2.9,,
EBA_FINREP_EBA_F_18_02_a_FINREP_2_9,F 18.02.a,F_18.02.a,F 18.02.a Commercial Real Estate (CRE) loans and additional information on loans secured by immovable property (I),EBA,FINREP 2.9,,
EBA_FINREP_EBA_F_18_02_b_FINREP_2_9,F 18.02.b,F_18.02.b,F 18.02.b Commercial Real Estate (CRE) loans and additional information on loans secured by immovable property (II),EBA,FINREP 2.9,,
EBA_FINREP_EBA_F_18_02_c_FINREP_2_9,F 18.02.c,F_18.02.c,F 18.02.c Commercial Real Estate (CRE) loans and additional information on loans secured by immovable property (III),EBA,FINREP 2.9,,
EBA_FINREP_EBA_F_19_00_a_FINREP_2016-A,F 19.00.a,F_19.00.a,F 19.00.a Information forborn exposures (I),EBA,FINREP 2016-A,,
EBA_FINREP_EBA_F_19_00_a_FINREP_2017-A,F 19.00.a,F_19.00.a,F 19.00.a Information forborn exposures (I),EBA,FINREP 2017-A,,
EBA_FINREP_EBA_F_19_00_a_FINREP_2_9,F 19.00.a,F_19.00.a,F 19.00.a Information on forborne exposures (I),EBA,FINREP 2.9,,
EBA_FINREP_EBA_F_19_00_a_FINREP_3_0-Ind,F 19.00.a,F_19.00.a,F 19.00.a Information on forborne exposures (I),EBA,FINREP 3.0-Ind,,
EBA_FINREP_EBA_F_19_00_b_FINREP_2016-A,F 19.00.b,F_19.00.b,F 19.00.b Information forborn exposures (II),EBA,FINREP 2016-A,,
EBA_FINREP_EBA_F_19_00_b_FINREP_2017-A,F 19.00.b,F_19.00.b,F 19.00.b Information forborn exposures (II),EBA,FINREP 2017-A,,
EBA_FINREP_EBA_F_19_00_b_FINREP_2_9,F 19.00.b,F_19.00.b,F 19.00.b Information on forborne exposures (II),EBA,FINREP 2.9,,
EBA_FINREP_EBA_F_19_00_b_FINREP_3_0-Ind,F 19.00.b,F_19.00.b,F 19.00.b Information on forborne exposures (II),EBA,FINREP 3.0-Ind,,
EBA_FINREP_EBA_F_19_00_c_FINREP_2016-A,F 19.00.c,F_19.00.c,F 19.00.c Information forborn exposures (III),EBA,FINREP 2016-A,,
EBA_FINREP_EBA_F_19_00_c_FINREP_2017-A,F 19.00.c,F_19.00.c,F 19.00.c Information forborn exposures (III),EBA,FINREP 2017-A,,
EBA_FINREP_EBA_F_19_00_c_FINREP_2_9,F 19.00.c,F_19.00.c,F 19.00.c Information on forborne exposures (III),EBA,FINREP 2.9,,
EBA_FINREP_EBA_F_19_00_c_FINREP_3_0-Ind,F 19.00.c,F_19.00.c,F 19.00.c Information on forborne exposures (III),EBA,FINREP 3.0-Ind,,
EBA_FINREP_EBA_F_19_00_d_FINREP_2016-A,F 19.00.d,F_19.00.d,F 19.00.d Information forborn exposures (IV),EBA,FINREP 2016-A,,
EBA_FINREP_EBA_F_19_00_d_FINREP_2017-A,F 19.00.d,F_19.00.d,F 19.00.d Information forborn exposures (IV),EBA,FINREP 2017-A,,
EBA_FINREP_EBA_F_19_00_d_FINREP_2_9,F 19.00.d,F_19.00.d,F 19.00.d Information on forborne exposures (IV),EBA,FINREP 2.9,,
EBA_FINREP_EBA_F_19_00_d_FINREP_3_0-Ind,F 19.00.d,F_19.00.d,F 19.00.d Information on forborne exposures (IV),EBA,FINREP 3.0-Ind,,
EBA_FINREP_EBA_F_19_00_e_FINREP_2_9,F 19.00.e,F_19.00.e,F 19.00.e Information on forborne exposures (V),EBA,FINREP 2.9,,
EBA_FINREP_EBA_F_19_00_e_FINREP_3_0-Ind,F 19.00.e,F_19.00.e,F 19.00.e Information on forborne exposures (V),EBA,FINREP 3.0-Ind,,
EBA_FINREP_EBA_F_20_01_FINREP_2016-A,F 20.01,F_20.01,F 20.01 Geographical breakdown of assets by location of the activities,EBA,FINREP 2016-A,,
EBA_FINREP_EBA_F_20_01_FINREP_2017-A,F 20.01,F_20.01,F 20.01 Geographical breakdown of assets by location of the activities,EBA,FINREP 2017-A,,
EBA_FINREP_EBA_F_20_01_FINREP_2_8,F 20.01,F_20.01,F 20.01 Geographical breakdown of assets by location of the activities,EBA,FINREP 2.8,,
EBA_FINREP_EBA_F_20_01_FINREP_3_0-Ind,F 20.01,F_20.01,F 20.01 Geographical breakdown of assets by location of the activities,EBA,FINREP 3.0-Ind,,
EBA_FINREP_EBA_F_20_02_FINREP_2015-A,F 20.02,F_20.02,F 20.02 Geographical breakdown of liabilities by location of the activities,EBA,FINREP 2015-A,,
EBA_FINREP_EBA_F_20_02_FINREP_2017-A,F 20.02,F_20.02,F 20.02 Geographical breakdown of liabilities by location of the activities,EBA,FINREP 2017-A,,
EBA_FINREP_EBA_F_20_02_FINREP_2_8,F 20.02,F_20.02,F 20.02 Geographical breakdown of liabilities by location of the activities,EBA,FINREP 2.8,,
EBA_FINREP_EBA_F_20_02_FINREP_3_0-Ind,F 20.02,F_20.02,F 20.02 Geographical breakdown of liabilities by location of the activities,EBA,FINREP 3.0-Ind,,
EBA_FINREP_EBA_F_20_03_FINREP_2016-A,F 20.03,F_20.03,F 20.03 Geographical breakdown of main income statement items by location of the activities,EBA,FINREP 2016-A,,
EBA_FINREP_EBA_F_20_03_FINREP_2017-A,F 20.03,F_20.03,F 20.03 Geographical breakdown of main income statement items by location of the activities,EBA,FINREP 2017-A,,
EBA_FINREP_EBA_F_20_03_FINREP_2_8,F 20.03,F_20.03,F 20.03 Geographical breakdown of main income statement items by location of the activities,EBA,FINREP 2.8,,
EBA_FINREP_EBA_F_20_03_FINREP_3_0-Ind,F 20.03,F_20.03,F 20.03 Geographical breakdown of main income statement items by location of the activities,EBA,FINREP 3.0-Ind,,
EBA_FINREP_EBA_F_20_04_FINREP_2015-A,F 20.04,F_20.04,F 20.04 Geographical breakdown of assets by residence of the counterparty,EBA,FINREP 2015-A,,
EBA_FINREP_EBA_F_20_04_FINREP_2017-A,F 20.04,F_20.04,F 20.04 Geographical breakdown of assets by residence of the counterparty,EBA,FINREP 2017-A,,
EBA_FINREP_EBA_F_20_04_FINREP_2_8,F 20.04,F_20.04,F 20.04 Geographical breakdown of assets by residence of the counterparty,EBA,FINREP 2.8,,
EBA_FINREP_EBA_F_20_04_FINREP_2_9_1-Ind,F 20.04,F_20.04,F 20.04 Geographical breakdown of assets by residence of the counterparty,EBA,FINREP 2.9.1-Ind,,
EBA_FINREP_EBA_F_20_04_FINREP_3_0-Ind,F 20.04,F_20.04,F 20.04 Geographical breakdown of assets by residence of the counterparty,EBA,FINREP 3.0-Ind,,
EBA_FINREP_EBA_F_20_05_a_FINREP_2015-A,F 20.05.a,F_20.05.a,F 20.05.a Geographical breakdown of off-balance sheet items subject to credit risk by residence of the counterparty (a),EBA,FINREP 2015-A,,
EBA_FINREP_EBA_F_20_05_a_FINREP_2017-A,F 20.05.a,F_20.05.a,F 20.05.a Geographical breakdown of off-balance sheet items subject to credit risk by residence of the counterparty (a),EBA,FINREP 2017-A,,
EBA_FINREP_EBA_F_20_05_a_FINREP_2_9,F 20.05.a,F_20.05.a,F 20.05.a Geographical breakdown of off-balance sheet exposures by residence of the counterparty (a),EBA,FINREP 2.9,,
EBA_FINREP_EBA_F_20_05_a_FINREP_3_0-Ind,F 20.05.a,F_20.05.a,F 20.05.a Geographical breakdown of off-balance sheet exposures by residence of the counterparty (a),EBA,FINREP 3.0-Ind,,
EBA_FINREP_EBA_F_20_05_b_FINREP_2014-03,F 20.05.b,F_20.05.b,F 20.05.b Geographical breakdown of off-balance sheet items subject to credit risk by residence of the counterparty (b),EBA,FINREP 2014-03,,
EBA_FINREP_EBA_F_20_05_b_FINREP_2017-A,F 20.05.b,F_20.05.b,F 20.05.b Geographical breakdown of off-balance sheet items subject to credit risk by residence of the counterparty (b),EBA,FINREP 2017-A,,
EBA_FINREP_EBA_F_20_05_b_FINREP_3_0-Ind,F 20.05.b,F_20.05.b,F 20.05.b Geographical breakdown of off-balance sheet items subject to credit risk by residence of the counterparty (b),EBA,FINREP 3.0-Ind,,
EBA_FINREP_EBA_F_20_06_FINREP_2014-03,F 20.06,F_20.06,F 20.06 Geographical breakdown of liabilities by residence of the counterparty,EBA,FINREP 2014-03,,
EBA_FINREP_EBA_F_20_06_FINREP_2017-A,F 20.06,F_20.06,F 20.06 Geographical breakdown of liabilities by residence of the counterparty,EBA,FINREP 2017-A,,
EBA_FINREP_EBA_F_20_06_FINREP_3_0-Ind,F 20.06,F_20.06,F 20.06 Geographical breakdown of liabilities by residence of the counterparty,EBA,FINREP 3.0-Ind,,
EBA_FINREP_EBA_F_20_07_1_FINREP_2017-A,F 20.07.1,F_20.07.1,F 20.07.1 Geographical breakdown by residence of the counterparty of loans and advances other than held for trading to non-financial corporations by NACE codes,EBA,FINREP 2017-A,,
EBA_FINREP_EBA_F_20_07_1_FINREP_3_0-Ind,F 20.07.1,F_20.07.1,F 20.07.1 Geographical breakdown by residence of the counterparty of loans and advances other than held for trading to non-financial corporations by NACE codes,EBA,FINREP 3.0-Ind,,
EBA_FINREP_EBA_F_20_07_FINREP_2016-A,F 20.07,F_20.07,F 20.07 Geographical breakdown by residence of the counterparty of loans and advances to non-financial corporations by NACE codes,EBA,FINREP 2016-A,,
EBA_FINREP_EBA_F_21_00_FINREP_2015-A,F 21.00,F_21.00,F 21.00 Tangible and intangible assets: assets subject to operating lease,EBA,FINREP 2015-A,,
EBA_FINREP_EBA_F_21_00_FINREP_2017-A,F 21.00,F_21.00,F 21.00 Tangible and intangible assets: assets subject to operating lease,EBA,FINREP 2017-A,,
EBA_FINREP_EBA_F_21_00_FINREP_3_0-Ind,F 21.00,F_21.00,F 21.00 Tangible and intangible assets: assets subject to operating lease,EBA,FINREP 3.0-Ind,,
EBA_FINREP_EBA_F_22_01_FINREP_2015-A,F 22.01,F_22.01,F 22.01 Fee and commission income and expenses by activity,EBA,FINREP 2015-A,,
EBA_FINREP_EBA_F_22_01_FINREP_2017-A,F 22.01,F_22.01,F 22.01 Fee and commission income and expenses by activity,EBA,FINREP 2017-A,,
EBA_FINREP_EBA_F_22_01_FINREP_2_9,F 22.01,F_22.01,F 22.01 Fee and commission income and expenses by activity,EBA,FINREP 2.9,,
EBA_FINREP_EBA_F_22_01_FINREP_3_0-Ind,F 22.01,F_22.01,F 22.01 Fee and commission income and expenses by activity,EBA,FINREP 3.0-Ind,,
EBA_FINREP_EBA_F_22_02_FINREP,F 22.02,F_22.02,F 22.02 Assets involved in the services provided,EBA,FINREP,,
EBA_FINREP_EBA_F_22_02_FINREP_2017-A,F 22.02,F_22.02,F 22.02 Assets involved in the services provided,EBA,FINREP 2017-A,,
EBA_FINREP_EBA_F_22_02_FINREP_3_0-Ind,F 22.02,F_22.02,F 22.02 Assets involved in the services provided,EBA,FINREP 3.0-Ind,,
EBA_FINREP_EBA_F_23_01_FINREP_2_9,F 23.01,F_23.01,F 23.01 Loans and advances: Number of instruments,EBA,FINREP 2.9,,
EBA_FINREP_EBA_F_23_02_FINREP_2_9,F 23.02,F_23.02,F 23.02 Loans and advances: Additional information on gross carrying amounts,EBA,FINREP 2.9,,
EBA_FINREP_EBA_F_23_03_FINREP_2_9,F 23.03,F_23.03,F 23.03 Loans and advances collateralised by immovable property: Breakdown by LTV ratios,EBA,FINREP 2.9,,
EBA_FINREP_EBA_F_23_04_FINREP_2_9,F 23.04,F_23.04,F 23.04 Loans and advances: Additional information on accumulated impairments and accumulated negative changes in fair value due to credit risk,EBA,FINREP 2.9,,
EBA_FINREP_EBA_F_23_05_FINREP_2_9,F 23.05,F_23.05,F 23.05 Loans and advances: Collateral received and financial guarantees received,EBA,FINREP 2.9,,
EBA_FINREP_EBA_F_23_06_FINREP_2_9,F 23.06,F_23.06,F 23.06 Loans and advances: Accumulated partial write-offs,EBA,FINREP 2.9,,
EBA_FINREP_EBA_F_24_01_FINREP_2_9,F 24.01,F_24.01,F 24.01 Loans and advances: Inflows and outflows of non-performing exposures,EBA,FINREP 2.9,,
EBA_FINREP_EBA_F_24_02_FINREP_2_9,F 24.02,F_24.02,F 24.02 Loans and advances: Flow of impairments and accumulated negative changes in fair value due to credit risk on non-performing exposures,EBA,FINREP 2.9,,
EBA_FINREP_EBA_F_24_03_FINREP_2_9,F 24.03,F_24.03,F 24.03 Loans and advances: Write-offs of non-performing exposures during the period,EBA,FINREP 2.9,,
EBA_FINREP_EBA_F_25_01_a_FINREP_2_9,F 25.01.a,F_25.01.a,F 25.01.a Collateral obtained by taking possession other than collateral classified as Property Plant and Equipment (PP&E): Inflows and outflows (I),EBA,FINREP 2.9,,
EBA_FINREP_EBA_F_25_01_a_FINREP_3_0-Ind,F 25.01.a,F_25.01.a,F 25.01.a Collateral obtained by taking possession other than collateral classified as Property Plant and Equipment (PP&E): Inflows and outflows (I),EBA,FINREP 3.0-Ind,,
EBA_FINREP_EBA_F_25_01_b_FINREP_2_9,F 25.01.b,F_25.01.b,F 25.01.b Collateral obtained by taking possession other than collateral classified as Property Plant and Equipment (PP&E): Inflows and outflows (II),EBA,FINREP 2.9,,
EBA_FINREP_EBA_F_25_01_b_FINREP_3_0-Ind,F 25.01.b,F_25.01.b,F 25.01.b Collateral obtained by taking possession other than collateral classified as Property Plant and Equipment (PP&E): Inflows and outflows (II),EBA,FINREP 3.0-Ind,,
EBA_FINREP_EBA_F_25_01_c_FINREP_2_9,F 25.01.c,F_25.01.c,F 25.01.c Collateral obtained by taking possession other than collateral classified as Property Plant and Equipment (PP&E): Inflows and outflows (III),EBA,FINREP 2.9,,
EBA_FINREP_EBA_F_25_01_c_FINREP_3_0-Ind,F 25.01.c,F_25.01.c,F 25.01.c Collateral obtained by taking possession other than collateral classified as Property Plant and Equipment (PP&E): Inflows and outflows (III),EBA,FINREP 3.0-Ind,,
EBA_FINREP_EBA_F_25_01_d_FINREP_2_9,F 25.01.d,F_25.01.d,F 25.01.d Collateral obtained by taking possession other than collateral classified as Property Plant and Equipment (PP&E): Inflows and outflows (IV),EBA,FINREP 2.9,,
EBA_FINREP_EBA_F_25_01_d_FINREP_3_0-Ind,F 25.01.d,F_25.01.d,F 25.01.d Collateral obtained by taking possession other than collateral classified as Property Plant and Equipment (PP&E): Inflows and outflows (IV),EBA,FINREP 3.0-Ind,,
EBA_FINREP_EBA_F_25_02_a_FINREP_2_9,F 25.02.a,F_25.02.a,F 25.02.a Collateral obtained by taking possession other than collateral classified as Property Plant and Equipment (PP&E): Type of collateral obtained (I),EBA,FINREP 2.9,,
EBA_FINREP_EBA_F_25_02_a_FINREP_3_0-Ind,F 25.02.a,F_25.02.a,F 25.02.a Collateral obtained by taking possession other than collateral classified as Property Plant and Equipment (PP&E): Type of collateral obtained (I),EBA,FINREP 3.0-Ind,,
EBA_FINREP_EBA_F_25_02_b_FINREP_2_9,F 25.02.b,F_25.02.b,F 25.02.b Collateral obtained by taking possession other than collateral classified as Property Plant and Equipment (PP&E): Type of collateral obtained (II),EBA,FINREP 2.9,,
EBA_FINREP_EBA_F_25_02_b_FINREP_3_0-Ind,F 25.02.b,F_25.02.b,F 25.02.b Collateral obtained by taking possession other than collateral classified as Property Plant and Equipment (PP&E): Type of collateral obtained (II),EBA,FINREP 3.0-Ind,,
EBA_FINREP_EBA_F_25_02_c_FINREP_2_9,F 25.02.c,F_25.02.c,F 25.02.c Collateral obtained by taking possession other than collateral classified as Property Plant and Equipment (PP&E): Type of collateral obtained (III),EBA,FINREP 2.9,,
EBA_FINREP_EBA_F_25_02_c_FINREP_3_0-Ind,F 25.02.c,F_25.02.c,F 25.02.c Collateral obtained by taking possession other than collateral classified as Property Plant and Equipment (PP&E): Type of collateral obtained (III),EBA,FINREP 3.0-Ind,,
EBA_FINREP_EBA_F_25_03_a_FINREP_2_9,F 25.03.a,F_25.03.a,F 25.03.a Collateral obtained by taking possession classified as Property Plant and Equipment (PP&E) (I),EBA,FINREP 2.9,,
EBA_FINREP_EBA_F_25_03_b_FINREP_2_9,F 25.03.b,F_25.03.b,F 25.03.b Collateral obtained by taking possession classified as Property Plant and Equipment (PP&E) (II),EBA,FINREP 2.9,,
EBA_FINREP_EBA_F_26_00_a_FINREP_2_9,F 26.00.a,F_26.00.a,F 26.00.a Forbearance management and quality of forbearance (I),EBA,FINREP 2.9,,
EBA_FINREP_EBA_F_26_00_b_FINREP_2_9,F 26.00.b,F_26.00.b,F 26.00.b Forbearance management and quality of forbearance (II),EBA,FINREP 2.9,,
EBA_FINREP_EBA_F_30_01_FINREP,F 30.01,F_30.01,F 30.01 Interests in unconsolidated structured entities,EBA,FINREP,,
EBA_FINREP_EBA_F_30_01_FINREP_2017-A,F 30.01,F_30.01,F 30.01 Interests in unconsolidated structured entities,EBA,FINREP 2017-A,,
EBA_FINREP_EBA_F_30_01_FINREP_3_0-Ind,F 30.01,F_30.01,F 30.01 Interests in unconsolidated structured entities,EBA,FINREP 3.0-Ind,,
EBA_FINREP_EBA_F_30_02_FINREP_2015-A,F 30.02,F_30.02,F 30.02 Breakdown of interests in unconsolidated structured entities by nature of the activities,EBA,FINREP 2015-A,,
EBA_FINREP_EBA_F_30_02_FINREP_2017-A,F 30.02,F_30.02,F 30.02 Breakdown of interests in unconsolidated structured entities by nature of the activities,EBA,FINREP 2017-A,,
EBA_FINREP_EBA_F_30_02_FINREP_2_8,F 30.02,F_30.02,F 30.02 Breakdown of interests in unconsolidated structured entities by nature of the activities,EBA,FINREP 2.8,,
EBA_FINREP_EBA_F_30_02_FINREP_3_0-Ind,F 30.02,F_30.02,F 30.02 Breakdown of interests in unconsolidated structured entities by nature of the activities,EBA,FINREP 3.0-Ind,,
EBA_FINREP_EBA_F_31_01_FINREP_2016-A,F 31.01,F_31.01,F 31.01 Related parties: amounts payable to and amounts receivable from,EBA,FINREP 2016-A,,
